"texto""";;;;;;;;;;;;;;;
",""RESUMEN La idea básica para entender Radioterapia de Intensidad Modulada, (IMRT por sus siglas en inglés, Intensity Modulated Radation Therapy)";;;;;;;;;;;;;;;
",""Resumen Con el propósito de diversificar el uso del salvado de arroz estabilizado (SAE) por calor a través de microondas y evaluar los efectos de su inclusión en la preparación y calidad de panes tipo molde, el presente trabajo se realizó tomando como referencia el salvado de arroz de la variedad MD248, proveniente de la estación experimental de Fundación Danac. La caracterización química, física, fisicoquímica, funcional y nutricional del salvado se llevó a cabo de acuerdo a las metodologías oficiales y específicas aceptadas para el mismo. En cuanto a la formulación del pan, se incorporó directamente en la receta de pan tradicional 30 % de SAE, cuya granulometría estuvo compuesta por fracciones de partículas de 420, 250 y < 250 micras. A fin de establecer comparaciones se estableció como control el pan preparado con 100 % harina de trigo. Los resultados indican que la caracterización del SAE mostró ser una fuente interesante en aporte de almidón resistente, fibra, grasa cruda, proteína cruda y cenizas, con gran potencial en la capacidad de retención tanto de agua como de aceite al compáralo con el salvado de arroz entero. En cuanto al comportamiento reológico de la harina compuesta con SAE, se encontró que hubo un comportamiento significativamente diferente tanto en la viscosidad como la consistencia de la mezcla. En base a la composición nutricional obtenida en los panes, se encontró que la adición mejoró notablemente los contenidos en fibra, proteína cruda, grasa cruda, cenizas y polifenoles, lográndose disminuir los carbohidratos totales, así como la energía al compáralos con el pan control. El estudio de estabilidad físico-química y microbiológica de los panes con salvado durante 4 días a temperatura ambiente, indicaron resultados aceptables por lo que pueden considerarse higiénicamente aptos para su comercialización, distribución y consumo. La evaluación sensorial realizada con un panel de 68 personas indicó que el pan con SAE tuvo un alto grado de aceptación en los atributos evaluados. Basado en los resultados obtenidos, se puede concluir que es factible la incorporación del SAE de la variedad MD248 hasta un nivel de 30 % con tamaño de partículas finas a fin de mejorar la calidad nutricional y sensorial de panes tipo molde, lo que pudiera representar una mejor alternativa de alimentación por su alto aporte en fibra y demás nutrientes, con menor aporte calórico que panes a base únicamente de harina ref";inada de trigo.;Palabra;s cl;aves;: pan, salvado de arroz, fi;bra, c;ar;acteriza;ción q;uím;ica, a;lmidón res;iste;nte,;"digestibilidad."""
",""Resumen En este trabajo de investigación se utilizan diferencias finitas de alto orden en mallas rectangulares centro–distribuídas, para simular dos fenómenos ondulatorios de mucho interés en cuerpos elásticos.El primero corresponde a la propagación de ondas Rayleigh de gran magnitud a lo largo de una superficie libre, y el segundo a la nucleación y evolución de una ruptura dinámica a lo largo de una falla que obedece una ley de fricción con dependencia en la velocidad de deslizamiento. Ambas fronteras se asumen de geometría plana y son discretizadas por un conjunto especial de nodos compuestos, los cuales permiten representar componentes del tensor de esfuerzo y el vector desplazamiento de manera conjunta. Esta característica del mallado permite imponer las condiciones de frontera que acoplan ambas cantidades físicas. En el caso de la falla, estos nodos se replican a ambos lados de la interfaz para permitir el cálculo de los campos de onda discontínuos en ella, y que caracterizan la ruptura.Para la diferenciación espacial se utilizan fórmulas en diferencias finitas de cuarto, sexto y hasta octavo orden en la dirección tangencial a las fronteras, pero en la dirección normal se usan fórmulas laterales con una precisión que se reduce a cuarto orden en los nodos de malla de estos bordes, con el fin de garantizar la estabilidad de las soluciones numéricas. Tanto la presencia de los nodos dobles en las fronteras de la malla, como el uso de la diferenciación lateral en su vecindad, corresponden a las propiedades más novedosas de los métodos numéricos estudiados aquí. En el caso de la modelación de la superficie libre, se presenta un ánalisis de estabilidad 1D basado en el método matricial donde se establecen límites de estabilidad Courant–Friedrich–Lewy de acuerdo al orden de discretización espacial.Adicionalmente, se desarrolla un análisis de la dispersión numérica de las ondas Rayleigh simuladas en el problema 2D de Lamb, y se cuantifica su dependencia en el paso de malla y la precisión de la diferenciación. En el caso de la simulación de rupturas, se conduce un análisis de convergencia experimental que evidencia el beneficio de la diferenciación espacial de alto orden en la precisión del método. Posteriormente, se emplea este esquema en el estudio de la propagación supersónica de rupturas y su dependencia en la carga tangencial inicial y la velocidad promedio intersísmica. En particular, este fenómeno de propaga";ción ha sido o;bservado;a n;ivel;experimental, y estimado a;parti;r;de datos;sísmi;cos;en ter;remotos nat;ural;es,;"y de aquí el gran interés en su simulación computacional. Palabras claves: Terremotos, Soluciones Numéricas, Mallas Centro–Distribuídas, Modelación de Alto Orden, Diferencias Finitas, Ecuación de Onda, Rupturas Dinámicas, Propagación de Rupturas, Superficie Libre, Modelos de Fricción."""
",""Resumen Actualmente, es posible utilizar escáneres 3D para la obtención de medidas antropométricas. En el área de nutrición, diversos estudios han concluido que los escáneres 3D tienen el potencial de ser utilizados como herramienta en la prevención, tratamiento y monitoreo de enfermedades relacionadas con la obesidad, ya que permiten obtener una medición precisa de las dimensiones circunferenciales del cuerpo. En este trabajo se plantea desarrollar una aplicación para la extracción de medidas antropométricas y para el monitoreo de avances en tratamientos contra trastornos alimenticios a partir de modelos 3D capturados con un Kinect v2. Se espera que las medidas tengan una precisión cercana a las mediciones hechas por un antropometrista profesional. Por otra parte, debido a la relación entre obesidad y enfermedades mortales, se espera que la aplicación sirva de base como una herramienta útil en la antropometría digital. Palabras Claves: medidas, antropométricas, escáneres, 3D, obesidad, nutrición, modelos 3D.""";;;;;;;;;;;;;;;
",""Resumen El presente trabajo estudia tres técnicas de modelado de tópicos, o reducción de la dimensionalidad, en conjuntos de datos de texto para la recuperación de la semántica en matrices dispersas de bolsas de palabras. Son técnicas destinadas al modelado de tópicos o conceptos latentes en conjuntos desestructurados de datos de texto. Estas tres técnicas se estudian en el marco de dos paradigmas generales del análisis estadístico de datos: el paradigma frecuentista y el paradigma de la inferencia Bayesiana. Las tres técnicas son: el análisis semántico latente o LSA, el análisis semántico latente de índole probabilística o PLSA y la atribución latente de Dirichlet o LDA. El trabajo estudia los fundamentos teóricos que subyacen al desarrollo de sus algoritmos y aplica sus implementaciones, en el lenguaje de programación Python, a un corpus de documentos tomados de la red social Twitter. El corpus consta de tres conjuntos de datos de texto en los cuales se busca reconstruir la semántica del concepto “derechos”, tal y como se expresa en emisiones de usuarios de Twitter provenientes del entorno Iberoamericano. Al analizar los resultados obtenidos en las aplicaciones se pudo comprobar que el algoritmo de la LDA ofrece una semántica más general y profunda del concepto de “derechos”, al atravesar transversalmente los documentos, que el algoritmo del PLSA, cuyos resultados dan mejor cuenta de la semántica ad intra de los documentos. Al mismo tiempo, fue posible constatar que los algoritmos que implementan modelos de inferencia Bayesiana son más eficientes para la tarea de modelado de tópicos que los algoritmos que calculan valores singulares en matrices factorizadas. También se pudo comprobar un manejo competente de la semántica de la noción de “derechos” por parte de los usuarios de esa red social, el cual evidencia familiaridad con el significado teórico e institucional de dicho concepto. No obstante, ese manejo se mantiene siempre en un nivel elevado de convencionalidad. Palabras claves: modelado de tópicos, reducción de la dimensionalidad, semántica latente, factorización de matrices, modelos de inferencia Bayesiana, algoritmos LSA, PLSA y LDA.""";;;;;;;;;;;;;;;
",""Resumen La visualización de volúmenes es un área de suma importancia en la visualización científica.Con los avances tecnológicos, es cada vez más común ver volúmenes de mayor tamaño,los cuales muchas veces sobrepasan las capacidades de memoria de las tarjetas gráficas.Para solventar esto, se han desarrollado algoritmos de visualización multi-resolución que permiten visualizar diferentes áreas del volumen en distintas resoluciones. Actualmente una de las técnicas más utilizadas es la visualización con jerarquía de bloques y texturas atlas. Sin embargo, muchos de los cálculos asociados para este despliegue son altamente costosos, en donde cabe destacar, el manejo eficiente de la textura atlas. Uno de los problemas principales de la textura atlas es la dificultad de almacenar bloques de diferentes resoluciones y tamaños de manera compacta dentro de la misma, ya que al ir cambiando de resolución distintas áreas del volumen, se puede generar fragmentación. En este trabajo se realizó una comparación de un ray casting básico de volúmenes empleando fragment shader, compute shader, OpenCL y CUDA, para determinar que tecnología ofrece un mejor desempeño para este tipo de algoritmos. Además, se implementó un algoritmo de visualización de volúmenes multi-resolución utilizando jerarquía por bloques y la textura atlas. Esta implementación propone la optimización de diversas etapas necesarias para esta clase de algoritmos, utilizando cálculo paralelo con la GPGPU. Se propusieron optimizaciones para el proceso de carga y submuestreo del volumen, y para el cálculo de distorsión y otras métricas asociadas. También se elaboró un algoritmo de actualización de la textura atlas, evitando la fragmentación, y utilizando el direccionamiento obtenido por el uso del Morton order. Palabras Claves: despliegue de volúmenes, volumenes multi-resolución, compute shader,OpenCL, CUDA, textura atlas, Morton order""";;;;;;;;;;;;;;;
",""Resumen Las colecciones biológicas de macroinvertebrados representan el patrimonio natural del planeta y sirven como material de referencia para la determinación de otros ejemplares. Algunas especies de este grupo califican como claves por la importante función que desempeñan como bioindicadores de la calidad del agua. La capacidad para inventariar, así como conservar estas colecciones biológicas no es sencilla, dado que la bibliografía es de difícil acceso y/o son revistas no necesariamente de mucha difusión, por tanto puede darse el caso que se describe la misma especie en tiempos similares y se le asigna nombres difíciles y diferentes por lo que el investigador comete errores u omisiones en la identificación del ejemplar, catalogando incorrectamente. Para solventar estas dificultades se construyó una ontología de géneros y especies de la familia Corduliidae del Orden Odonata. Gracias a la utilización de métodos y herramientas probados, se consiguió construir una ontología válida que sirve de repositorio de conceptos del dominio sobre el cual se pueden hacer inferencias, realizar búsquedas semánticas (sinónimos, palabras incompletas, hipónimos) dando como resultado un nuevo instrumento para el análisis de la información. Para la consulta de la misma se desarrolló una aplicación web con enfoque ontológico por medio de la cual las personas pueden acceder desde cualquier localidad de forma sencilla, esta aplicación permite consultar datos sobre estos insectos, identificarlos y compartir información en distintos formatos multimedia, logrando así un entorno colaborativo en donde la información es libre, con vocabulario común entre personas, disminuyendo confusiones semánticas y produciendo conocimiento confiable y reutilizable. Palabras claves: Ontología, insecto acuático, bioindicador, Corduliidae, Odonata.""";;;;;;;;;;;;;;;
",""Resumen                                    La eficacia y eficiencia de las organizaciones depende del correcto manejo de sus activos, en especial de aquellos que sirven para prestar servicio a sus clientes o aquellos que son vitales para el funcionamiento del negocio. ITIL V3 reconoce expresamente el valor de los activos para la gestión del servicio TI, expandiendo el alcance de la gestión de la configuración y de las herramientas de CMDB en las que se apoyan los procesos de gestión del servicio. En el documento se describe el alcance de la gestión de la configuración y el de la gestión de activos, ambos estrechamente ligados entre si, formando parte de una gestión integral del conocimiento. Se presentan las actividades que comprenden este proceso como son planificación, identificación, control registro, emisión de reportes, verificación y auditoría. La idea es asegurar que la configuración y los activos requeridos para el control de los servicios y la infraestructura de TI que los soporta sea llevada a cabo estableciendo un preciso y completo Proceso de Gestión de Configuración. El principal propósito de esta investigación es el diseño de un proceso de Gestión Configuración de activos o componentes de servicios de TI para la empresa CANTV, tomando como base las mejoras prácticas de ITIL para lograr una efectiva alineación entre la entrega del servicio y la infraestructura de TI que lo soporta con la Estrategia del negocio. Palabras claves: Activos, ITIL, Base de Datos de Gestión de Configuración (CMDB por sus siglas en inglés), Gestión de Configuración de activos o componentes.""";;;;;;;;;;;;;;;
",""Resumen En las irradiaciones con fotones de alta energía el máximo de dosis se encuentra por debajo de la superficie, esto hace que la dosis en la piel sólo sea una fracción de la dosis deseada, de forma que se sub-dosifica. No todas las lesiones se encuentran a profundidad por lo que se necesita de un dispositivo que cambie la dosis y así obtener el punto máximo de ésta en la superficie, el dispositivo para realizar ese cambio se denomina Bolus. En los centros públicos de Venezuela en especial el Instituto Oncológico “Dr. Miguel Pérez Carreño” en la ciudad de Valencia, no cuenta con suficientes Bolus comerciales, por lo que se procedió a la elaboración y verificación dosimétrica de éstos.Tomando en cuenta los resultados obtenidos en la investigación, al comparar los análisis de las curvas de porcentaje de dosis en profundidad y perfiles de dosis, se demostró como la distancia de máxima de dosis absorbida (dmax) varió al colocar distintos Bolus, la cual garantiza la confiabilidad para el uso clínico en el tratamiento de pacientes. Además, es importante resaltar la selección de materiales, ya que, de esto dependen las Unidades de Hounsfield obtenidas en la Tomografía Computarizada (TC) y los diferentes tipos de efectos por la interacción de la radiación con el material. Palabras Claves: Bolus, dosis absorbida, perfil de dosis, unidades de Hounsfield.""";;;;;;;;;;;;;;;
",""Resumen La tomografía computarizada de haz cónico, (por sus siglas en inglés Cone Beam Computed Tomography, CBCT), o tomografía digital volumétrica fue desarrollada a finales de los años noventa con el fin de obtener escáneres tridimensionales del esqueleto maxilofacial con una dosis de radiación menor que la Tomografía Computarizada (TC) revolucionando la imagen del complejo cráneo-facial y ofreciendo una alternativa a la imagen convencional intra-oral y panorámica, que elude la superposición y los problemas de distorsión de imágenes.Esta tecnología ha sido desarrollada tanto para la adquisición de imágenes diagnósticas en el campo de la odontología como en la otorrinolaringología. Existen diversos protocolos en los Estados Unidos y Europa que dan una guía acerca de las pruebas a realizar a estos equipos, tanto en lo referente al Control de calidad de los parámetros técnicos como de la calidad de las imágenes obtenidas.En Venezuela las normas COVENIN no contemplan la realización de controles de calidad de calidad, ni las normas de protección radiológica dirigidas al paciente, trabajadores ocupacionalmente expuestos en centros donde operen equipos de tomográfica computarizada de haz cónico. La importancia de establecer un protocolo de control de calidad permitirá evaluar los parámetros técnicos de funcionamiento del tubo de Rayos X, parámetros mecánicos y la calidad de la imagen obtenida. Así como conocer el índice de kerma en aire ponderado para tomógrafos computarizados de haz cónico que nos dará una aproximación de la dosis de radiación que recibe el paciente durante la realización del estudio.                               Palabras claves:imágenes diagnósticas, tubo Rayos X, parámetros mecánicos""";;;;;;;;;;;;;;;
",""Resumen La correspondencia Anti-de Sitter/Teoría de Campo Conforme (AdS/CFT) es un ejemplo de una técnica más general conocida como principio holográfico, en la cual se establece una dualidad entre una teoría de campo fuertemente acoplada (CFT) y una teoría gravitacional débilmente acoplada (AdS). Debido a esto AdS/CFT se ha convertido en una herramienta importante en el análisis y estudio de problemas de distintas áreas de la física como QCD, física nuclear, física fuera del equilibrio y materia condensada. En este trabajo nos planteamos estudiar la metodología AdS/CFT aplicada a la correspondencia entre agujeros negros de Reissner-Nordström y metales extraños. El motivo de estudiar esta herramienta, es que ella nos permite establecer una correspondencia entre un sistema de materia condensada con acoplamiento fuerte y comportamiento crítico (metales extraños), el cual puede llegar a ser difícil de resolver, y un sistema de gravitación con acoplamiento débil (agujeros negros de Reissner-Nordström) un poco más manejable desde el punto de vista matemático. Para llevar a cabo esto, usaremos como base los trabajos de Teixeira [1], Zaanen [11], Hartnoll [31] y Schalm [35], sobre la metodología de AdS/CFT aplicada a sistemas de materia condensada con temperatura finita. Palabras clave: Correspondencia AdS/CFT, Principio Holográfico, Metales Extraños de Reissner-Nordström, Agujeros Negros.""";;;;;;;;;;;;;;;
",""Resumen El proyecto inicia con la necesidad existen en los centros de salud de efectuar estudios radiológicos panorámicos de mi embros inferiores ya que pocos centros contaban con los sistemas necesarios y los que lo tenían presentaban problemas de obsolescencia, en este sentido se realizó un análisis de los elementos existentes en los Servicios de Radiología y con esta información generar una solución a esta necesidad del personal de médicos traumatólogos, en cuanto a disponer de imágenes panorámicas de Miembros Inferiores con fines diagnósticos o para la realización de procedimientos invasivos, en especial las osteotomías correcti vas que requieren de una serie de medicines con un grado de exactitud y precisión muy alto, en este sentido se identifica que en la gran mayoría de los centros de salud se cuenta con equipos emisores de radiaciones ionizantes equipos de Rayos X. Se identificó que una de las necesidades para lograr realizar este tipo de estudios era contar con un soporte o Bucky que permitiera el uso varios chasis a los fines de obtener imágenes que pudiesen integrase en una panorámica de miembros inferiores, en este sentido se diseño un bucky capaz de contener tres chasis 14X17. Luego se diseño un maniquie antropomorfo que simulara las extremidades inferiores de un paciente, para lo que se efectuaron pruebas de materiales determinándose que el más idóneo de los materiales e studiados es el yeso. Los maniquíes simulan las patología existentes (Genus Valgus y Genus Varus) se elaboraron 6 maniquíes que representan adultos y niños, sanos y con patología. Usando los maniquíes antropomorfos se adquirieron las imágenes de panorámicas de miembros inferiores y se adquirió los datos de donde se obtuvo las medidas de distancia y los ángulos de los ejes Mecánicos y ejes Anatómicos de cada miembro inferior. Se analizó los resultados de las medidas adquiridas y de observo que no existía una variación en los ángulos medidos. Se observo una diferencia entre las medidas de distencia tomadas sobre los maniquíes y las imágenes radiológica, por lo que se calculo de un factor de corrección de 0.904 muy cercano a uno pero significativo ya que se requiere una gran exactitud para fines diagnóstico y en especial para el abordaje correctivo por parte de profesional Traumatólogo. Palabras Clave: Maniqui, Maniquí antropomorfo, Bucky, Rx Panorámica de miembros inferiores, Control de Calidad, Diseño, Osteotomia, Genus varus, Gen";"us valgus.""";;;;;;;;;;;;;;
",""Resumen                                 Los sistemas de planificación de tratamiento (SPT) son una herramienta de gran ayuda para el cálculo de dosis en las técnicas modernas de tratamiento en radioterapia externa, como Radioterapia Conformada en 3D (RTC-3D) o Radioterapia de Intensidad Modulada (IMRT), ya que estas demandan una mayor precisión en el cálculo de dosis. La precisión de los SPT ha sido estudiada por diversos autores, sin embargo, debido a que estos sistemas limitan el cálculo de dosis a una matriz finita, la información es poca cuando se desea saber sobre el comportamiento del haz en los extremos de la matriz de cálculo de dosis en dichos sistemas. Por lo tanto, se plantea estudiar las limitaciones del sistema de planificación de tratamiento al realizar el cálculo de dosis más allá de los límites de la matriz de cálculo, utilizando técnicas de radioterapia conformada en 3D e intensidad modulada IMRT. Para ello se procedió a evaluar de manera cuantitativa la dosis a profundidades mayores de 40 cm en un maniquí para ser comparado con la dosis calculada por el SPT a diferentes profundidades. Para la fase experimental, se diseñó un maniquí relleno de agua que permitiera para alcanzar distancias de hasta 57 cm y que cumpliera con las condiciones establecidas en los protocolos internacionales de dosimetría. Seguidamente, se realizó en el SPT un maniquí virtual con las mismas dimensiones que el maniquí diseñado, para evaluar el comportamiento de la dosis a diferentes profundidades elaborando planes de tratamiento para un conjunto de campos de tratamiento de RTC-3D e IMRT de gantry fijo, para potenciales de 6 MV y 18 MV. Luego, utilizando la cámara de ionización tipo FARMER (0.6 cc), se realizaron medidas de dosis absorbida a diferentes profundidades en el maniquí para los mismos campos simulados en el SPT, con la finalidad de determinar la diferencia porcentual entre ambos valores. Las diferencias porcentuales promedio encontradas para profundidades desde la superficie hasta 30 cm, están alrededor del 2% para ambas técnicas. Mientras que, para profundidades de entre 30 cm a 40 cm, rango de extrapolación del SPT, la diferencia porcentual promedio utilizando la técnica de RTC-3D es de 1,8% para la energía de 6 MV y de 1,7% para la energía de 18 MV";;;;;;;;;;;;;;;
",""Resumen En la actualidad, se han reportado casos de coinfección por Leishmania y por el virus de inmunodeficiencia humana (VIH) en al menos 35 países del mundo, donde la leishmaniasis visceral es la forma clínica más común en estos pacientes. No existe un tratamiento específico para la coinfección por Leishmania/VIH";;;;;;;;;;;;;;;
",""Resumen                                Entre las variedades de cítricos comercializadas en Colombia, la lima ácida Tahití es una de las variedades que económicamente está tomando importancia. Es una fruta de origen tropical, siendo una especie de mayor precocidad entre los cítricos. La lima a diferencia de los demás cítricos se caracteriza por su color verde intenso en su piel, siendo muy apetecido por el mercado internacional. La aparición de graves enfermedades para el cultivo del fruto, ha propiciado una búsqueda continua de portainjertos que posibiliten mejoras en el cultivo en cuanto a adaptación, estabilidad en el almacenamiento y satisfacción de las preferencias del mercado. Basados en los requisitos del mercado para la comercialización de la lima ácida Tahití a mercados nacionales e internacionales, se evaluó la influencia del portainjerto, las condiciones edafoclimáticas y condiciones de almacenamiento sobre la calidad y vida útil de la lima ácida Tahití proveniente de 6 portainjertos, y tres localidades: Nataima, Lebrija y La Libertad, para identificar las condiciones más adecuadas para la producción y exportación de la lima ácida Tahití las variables de respuesta fueron: peso del fruto, diámetro ecuatorial y polar, color, firmeza, porcentaje de jugo, pH, acidez (AT), sólidos solubles (SST), relación SST/AT. Como resultado se pudo apreciar que la interacción entre la localidad y el portainjerto influyen sobre las características fisicoquímicas, peso, firmeza, porcentaje de jugo, color, sólidos solubles, acidez titulable. Los frutos almacenados a temperatura ambiente a los 15 días, no cumplen la calidad de comercialización, debido a las altas pérdidas peso, aumento de la firmeza, y una alta degradación del color. Se determinó que la limas en condiciones de almacenamiento a temperatura de 10°C, conserva mejor las características de calidad del fruto, obteniendo frutos a los 35 días con calidad de exportación. El uso de empaque generó mejor estabilidad de las limas, en cuanto a pérdida de peso, firmeza, color, porcentaje de jugo, para las tres localidades, siendo el portainjerto Volkameriana el de mejor estabilidad para las localidades de Nataima y La libertad, y Kryder para la localidad de Lebrija.               Palabras Clave: Portainjertos, firmeza, sólidos solubles totales, calidad, lima.""";;;;;;;;;;;;;;;
",""Resumen                                 Este trabajo se estudia la interacción entre tres álgebras de Hopf construidas con árboles, estas son: El álgebra de Hopf natural , el álgebra de Hopf de Connes-Kreimer y la de Calaque-Ebrahimi-Manchon. El trabajo inicia con un estudio sencillo y conciso de las nociones teóricas de álgebras, coálgebras y álgebras de Hopf, que serán necesarias a lo largo del presente trabajo, así mismo se discuten en detalle algunos ejemplos clásicos presentes en la amplia literatura acerca de álgebras de Hopf.Posteriormente se hace un recuento bastante sencillo y conciso de la teoría de grafos concerniente a los árboles, las cuales serán de utilidad para construir las álgebras de Hopf de árboles. Por último se construyen las álgebras de Hopf y haciendo uso de coloraciones y cortes admisibles sobre los lados de un árbol, para cada una de estas álgebras se estudian fórmulas de coproducto y antípoda para ordenes lineales, corolas y palmeras, luego se hace una breve revisión sobre los duales graduados de y para cerrar estudiamos las relaciones de bicomódulo entre estas tres álgebras y sus aplicaciones sobre sus respectivos grupos de caracteres.                     Palabras Claves: álgebras, coálgebras, álgebras de Hopf, árboles, antípoda""";;;;;;;;;;;;;;;
",""Resumen En el presente estudio se planteó como objetivo";;;;;;;;;;;;;;;
",""Resumen Este proyecto consistió en elaborar y analizar modelos de score basados en datos reales en formato texto de una entidad bancaria argentina. Se utilizó en primera instancia el análisis característico y posteriormente árboles de clasificación, ambas como metodología para la selección de variables. Estos modelos se realizaron en el software libre R, el cual es una herramienta estadística que permite conceptualizar, analizar y optimizar modelos de regresión logística. Dicho estudio se realizó con la necesidad de implementar y comparar estas metodologías lo que proporciona la confianza necesaria para hallar el mejor conjunto de variables para una futura implementación y validación de estos modelos con datos actuales del cliente.              Palabras claves:elaboración y análisis,entidad bancaria argentina,estadísticas""";;;;;;;;;;;;;;;
",""Resumen Se estudia cierta clase de proceso no estacionario X que resulta de la deformación D de un proceso estacionario Y . Se establecen condiciones su cientes sobre el proceso Y , para identi car unívocamente, a través de la covarianza del proceso deformado X, la clase de deformación involucrada. Bajo ciertas hipótesis, se construye un estimador consistente para la recuperación local de D a partir de una realización del proceso deformado.Se construye un modelo estocástico unidimensional asociado a la imagen de una super cie texturizada bajo proyección perspectiva, la cual es una versión deformada de la textura sobre la super cie 3D. Asi, la forma a partir de la textura se convierte en un problema de estimacón estadística. El gradiente de deformación aparece como el coe ciente de velocidad de cierta ecuación de transporte asociada al comportamiento local de la covarianza del modelo estocástico de la imagen.Se realiza una simulación en una dimensión de la consistencia del estimador de la forma a partir de la textura, mediante un algoritmo que requiere O(N log N) operaciones, donde N es la longitud de la realización del proceso deformado. Palabras claves:forma a partir de la textura, gradiente de deformación, wavelet.""";;;;;;;;;;;;;;;
",""Resumen La mayoría de los países del mundo de nen la pobreza como la falta de dinero. Sin embargo, los propios pobres consideran que su experiencia de la pobreza es mucho más amplia que la carencia de ingresos. Una persona que es pobre puede sufrir múltiples desventajas al mismo tiempo. Enfocarse en un solo factor, tal como el ingreso, no es su ciente para capturar la verdadera realidad de la pobreza. La noción de pobreza multidimensional pretende agrupar múltiples desventajas que presencian los pobres. Se entiende por Índice de Pobreza Multidimensional (IPM), como el índice que identi ca m{ultiples carencias a nivel de los hogares y las personas en los ámbitos de salud, la educación y las condiciones de vida.En este proyecto análizaremos tweets relacionados con la palabra pobreza y sus dimensiones mediante la aplicación web de Twitter, para realizar minería de opinión e identi car las opiniones expresadas de los usuarios referente a pobreza multidimensional, plantear soluciones y recomendaciones que permita abordar el tema desde una perspectiva política y social. Empleamos técnicas de análisis de sentimiento y la asignación latente de Dirichlet. Palabras claves:twitter, tweets, pobreza multidimensional, análisis de sentimiento, asignación latente de Dirichlet, ingreso, Venezuela, minería de opinión, salud, educación geolocalización.""";;;;;;;;;;;;;;;
",""Resumen                                     En Latinoamerica,la industria automotriz juega un papel importante";;;;;;;;;;;;;;;
",""Resumen                                     La producción de queso de cabra en la región semiárida del estado Lara constituye la única fuente de ingresos de un gran número de familias,sin embargo,la forma en que se ejecuta está actividad productiva no es la más adecuada para asegurar su sostenibilidad en el tiempo.Los productos tienen una calidad deficiente y vida útil corta,además de no ser artesanal(PPA)del queso fresco de cabra en esa región, se planteó como objetico caracterizar y categorizar las unidades de producción caprina(UPC)alli existentes.Para lograr esto se desarrolló un instrumento basado en los indicadores del sistema de producción,buenas prácticas de ordeño(BPO) y buenas prácticas de fabricación(BPF),cuyos resultados fueron analizados mediante un análisis multivariado.Se incluyó la evaluación del proceso tecnológico de los quesos e indicadores de higiene(mesófilos,S.aureus,coliformes y E.colí)en muestra de leche cruda,queso y superficie de contacto,antes y depués de la incorporación de mejoras en el PPA.Los resultados mostraron que de 55 UPC visitas,sólo el 22% eran productoras de queso fresco de cabra,donde un 53% de las mismas aplican un proceso de producción medianamente tecnificado con deficiencias en la implementación de las BPO y BPF.Se produso la inclusión tecnologías(pateurización,uso de cloruro de calcio y fementos,tiempo de espera,tratamiento de cuajada,entre otros)dentro del PPA,así como mejoras en la implementación de prácticas higiénicas en e proceso de ordeño y fabricación de los quesos.A pesar de que con las mejoras se logró reducir el número de aerobios mesófilos y S.aureus,se evidenciaron recuentos de coliformes y E.colí indicando fallas en el manejo higiénico sanitario de las distintas etapas del proceso productivo,insistiendo en la necesidad de reforzar el proceso de concientización y capacitación de los trabajadores del área,con sugerencias específicas para a diversificación y estandarización de procesos en la producción de quesos frescos de cabra que den cuenta los criterios sanitarios y calidad utilizados sin perder en ningún momento la esencia y tradición de los quesos artesanales que caracterizan a estas regiones del país. Palabras claves:optimización,queso de cabra,proceso productivo,indicadores sanitarios,BPO,BPF""";;;;;;;;;;;;;;;
",""En los últimos años, en el área de la informática se ha considerado de gran importancia la interacción entre el humano y el computador, colocando al usuario como el elemento principal y factor fundamental en el proceso de evolución y orientación de la tecnológica. El usuario principal de un sistema informático durante su proceso de creación es el desarrollador, quien debe enfrentarse a diferentes herramientas de desarrollo y manejarlas para cumplir con sus objetivos cumpliendo un conjunto de actividades. Es por eso que este trabajo de investigación consiste en la creación de una herramienta que facilite el diseño e implementación de interfaces gráficas de usuario para aplicaciones de escritorio, de fácil acceso y con los mínimos requerimientos para su uso. Dicha aplicación funcionará sobre plataforma Web para aprovechar las ventajas de las nuevas tecnologías que dota a las aplicaciones Web de interactividad, y dan al usuario el control del comportamiento de los elementos de la página";;;;;;;;;;;;;;;
",""Resumen Para hacer procesamientos con grandes volúmenes de datos (Big Data) es necesario tener un clúster. Montar un clúster no es una tarea sencilla, existe un sistema operativo desarrollado en la Universidad Central de Venezuela por los profesores José R. Sosa y Jesús Lares que monta un clúster Beowulf listo para procesar y almacenar grandes volúmenes de datos. Este sistema operativo lleva por nombre Live Hadoop y presenta ciertas limitaciones que hacen que resuelva un conjunto limitado de problemas de Big Data. Algunas de las limitaciones que presenta actualmente es a la hora de iniciar, configurar y monitorear dicho clúster ya que estas tareas se realizan mediante scripts por consola, lo que hace todo el proceso más lento, tedioso y complicado y que tenga que ser aprovechado solo por usuarios expertos. En consecuencia el objetivo de este Trabajo Especial de Grado consistió en desarrollar una Aplicación Web para llevar a cabo cada uno de estos procesos de instalación, configuración, administración y monitoreo cuyas interfaces nos permitan hacer estas tareas más fáciles de usar y entender, y así poder dar un mejor y mayor uso a este clúster y llegar a muchos más usuarios finales Para el desarrollo de este esta aplicación se empleó una adaptación de la metodología Programación Extrema (XP), incluyendo el uso de tecnología tales como: HTML, CCS, PHP, Phyton entre otras.""";;;;;;;;;;;;;;;
